Symbol,Symbol - Name
DSAQ,DSAQ - Direct Selling Acquisition Corp. Class A Common Stock
DSEY,DSEY - Diversey Holdings Ltd. Ordinary Shares
DSGN,DSGN - Design Therapeutics Inc. Common Stock
DSGX,DSGX - Descartes Systems Group Inc. (The) Common Stock
DSKE,DSKE - Daseke Inc. Common Stock
DSL,DSL - DoubleLine Income Solutions Fund Common Shares of Beneficial Interests
DSM,DSM - BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock
DSP,DSP - Viant Technology Inc. Class A Common Stock
DSPG,DSPG - DSP Group Inc. Common Stock
DSS,DSS - DSS Inc. Common Stock
DSU,DSU - Blackrock Debt Strategies Fund Inc. Common Stock
DSWL,DSWL - Deswell Industries Inc. Common Shares
DSX,DSX - Diana Shipping inc. common stock
DT,DT - Dynatrace Inc. Common Stock
DTB,DTB - DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080
DTC,DTC - Solo Brands Inc. Class A Common Stock
DTE,DTE - DTE Energy Company Common Stock
DTEA,DTEA - DAVIDsTEA Inc. Common Stock
DTF,DTF - DTF Tax-Free Income Inc. Common Stock
DTIL,DTIL - Precision BioSciences Inc. Common Stock
DTM,DTM - DT Midstream Inc. Common Stock 
DTOC,DTOC - Digital Transformation Opportunities Corp. Class A Common Stock
DTOCU,DTOCU - Digital Transformation Opportunities Corp. Units
DTP,DTP - DTE Energy Company 6.25% Corporate Units
DTRT,DTRT - DTRT Health Acquisition Corp. Class A Common Stock
DTRTU,DTRTU - DTRT Health Acquisition Corp. Unit
DTSS,DTSS - Datasea Inc. Common Stock
DTST,DTST - Data Storage Corporation Common Stock
DTW,DTW - DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
DTY,DTY - DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076
DUK,DUK - Duke Energy Corporation (Holding Company) Common Stock
DUKB,DUKB - Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
DUNE,DUNE - Dune Acquisition Corporation Class A Common Stock
DUNEU,DUNEU - Dune Acquisition Corporation Unit
DUO,DUO - Fangdd Network Group Ltd. American Depositary Shares
DUOL,DUOL - Duolingo Inc. Class A Common Stock
DUOT,DUOT - Duos Technologies Group Inc. Common Stock
DV,DV - DoubleVerify Holdings Inc. Common Stock
DVA,DVA - DaVita Inc. Common Stock
DVAX,DVAX - Dynavax Technologies Corporation Common Stock
DVD,DVD - Dover Motorsports Inc. Common Stock
DVN,DVN - Devon Energy Corporation Common Stock
DWAC,DWAC - Digital World Acquisition Corp. Class A Common Stock
DWACU,DWACU - Digital World Acquisition Corp. Units
DWIN,DWIN - Delwinds Insurance Acquisition Corp. Class A Common Stock
DWSN,DWSN - Dawson Geophysical Company Common Stock
DX,DX - Dynex Capital Inc. Common Stock
DXC,DXC - DXC Technology Company Common Stock 
DXCM,DXCM - DexCom Inc. Common Stock
DXF,DXF - Dunxin Financial Holdings Limited American Depositary Shares
DXLG,DXLG - Destination XL Group Inc. Common Stock
DXPE,DXPE - DXP Enterprises Inc. Common Stock
DXR,DXR - Daxor Corporation Common Stock
DXYN,DXYN - Dixie Group Inc. (The) Common Stock
DY,DY - Dycom Industries Inc. Common Stock
DYAI,DYAI - Dyadic International Inc. Common Stock
DYFN,DYFN - Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest
DYN,DYN - Dyne Therapeutics Inc. Common Stock
DYNS,DYNS - Dynamics Special Purpose Corp. Class A Common Stock
DYNT,DYNT - Dynatronics Corporation Common Stock
DZSI,DZSI - DZS Inc. Common Stock
E,E - ENI S.p.A. Common Stock
EA,EA - Electronic Arts Inc. Common Stock
EAC,EAC - Edify Acquisition Corp. Class A Common Stock
EACPU,EACPU - Edify Acquisition Corp. Units
EAD,EAD - Wells Fargo Income Opportunities Fund Common Shares
EAF,EAF - GrafTech International Ltd. Common Stock
EAR,EAR - Eargo Inc. Common Stock
EARN,EARN - Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
EAST,EAST - Eastside Distilling Inc. Common Stock
EAT,EAT - Brinker International Inc. Common Stock
EB,EB - Eventbrite Inc. Class A Common Stock
EBAC,EBAC - European Biotech Acquisition Corp. Class A Ordinary Shares
EBACU,EBACU - European Biotech Acquisition Corp. Units
EBAY,EBAY - eBay Inc. Common Stock
EBC,EBC - Eastern Bankshares Inc. Common Stock
EBET,EBET - Esports Technologies Inc. Common Stock
EBF,EBF - Ennis Inc. Common Stock
EBIX,EBIX - Ebix Inc. Common Stock
EBMT,EBMT - Eagle Bancorp Montana Inc. Common Stock
EBON,EBON - Ebang International Holdings Inc. Class A Ordinary Shares
EBR,EBR - Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
EBS,EBS - Emergent Biosolutions Inc. Common Stock
EBTC,EBTC - Enterprise Bancorp Inc Common Stock
EC,EC - Ecopetrol S.A. American Depositary Shares
ECAT,ECAT - BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest
ECCB,ECCB - Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026
ECCC,ECCC - Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031
ECCW,ECCW - Eagle Point Credit Company Inc. 6.75% Notes due 2031
ECCX,ECCX - Eagle Point Credit Company Inc. 6.6875% Notes due 2028
ECCY,ECCY - Eagle Point Credit Company Inc. 6.75% Notes due 2027
ECF,ECF - Ellsworth Growth and Income Fund Ltd.
ECL,ECL - Ecolab Inc. Common Stock
ECOR,ECOR - electroCore Inc. Common Stock
ECPG,ECPG - Encore Capital Group Inc Common Stock
ECVT,ECVT - Ecovyst Inc. Common Stock
ED,ED - Consolidated Edison Inc. Common Stock
EDAP,EDAP - EDAP TMS S.A. American Depositary Shares
EDD,EDD - Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock
EDF,EDF - Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest
EDI,EDI - Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests
EDIT,EDIT - Editas Medicine Inc. Common Stock
EDN,EDN - Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
EDNC,EDNC - Endurance Acquisition Corp. Class A Ordinary Shares
EDNCU,EDNCU - Endurance Acquisition Corp. Unit
EDR,EDR - Endeavor Group Holdings Inc. Class A Common Stock
EDRY,EDRY - EuroDry Ltd. Common Shares 
EDSA,EDSA - Edesa Biotech Inc. Common Shares
EDTK,EDTK - Skillful Craftsman Education Technology Limited Ordinary Share
EDTX,EDTX - EdtechX Holdings Acquisition Corp. II Class A common stock
EDU,EDU - New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)
EDUC,EDUC - Educational Development Corporation Common Stock
EEA,EEA - The European Equity Fund Inc. Common Stock
EEFT,EEFT - Euronet Worldwide Inc. Common Stock
EEIQ,EEIQ - Elite Education Group International Ltd. Common Stock
EEX,EEX - Emerald Holding Inc. Common Stock
EFC,EFC - Ellington Financial Inc. Common Stock 
EFL,EFL - Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest
EFOI,EFOI - Energy Focus Inc. Common Stock
EFR,EFR - Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest
EFSC,EFSC - Enterprise Financial Services Corporation Common Stock
EFSCP,EFSCP - Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A
EFT,EFT - Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest
EFTR,EFTR - eFFECTOR Therapeutics Inc. Common Stock
EFX,EFX - Equifax Inc. Common Stock
EGAN,EGAN - eGain Corporation Common Stock
EGBN,EGBN - Eagle Bancorp Inc. Common Stock
EGF,EGF - Blackrock Enhanced Government Fund Inc. Common Stock
EGGF,EGGF - EG Acquisition Corp. Class A Common Stock
EGHT,EGHT - 8x8 Inc Common Stock
EGLE,EGLE - Eagle Bulk Shipping Inc. Common Stock
EGLX,EGLX - Enthusiast Gaming Holdings Inc. Common Stock
EGO,EGO - Eldorado Gold Corporation Ordinary Shares
EGP,EGP - EastGroup Properties Inc. Common Stock
EGRX,EGRX - Eagle Pharmaceuticals Inc. Common Stock
EGY,EGY - VAALCO Energy Inc.  Common Stock
EH,EH - EHang Holdings Limited ADS
EHC,EHC - Encompass Health Corporation Common Stock
EHI,EHI - Western Asset Global High Income Fund Inc Common Stock
EHTH,EHTH - eHealth Inc. Common Stock
EIC,EIC - Eagle Point Income Company Inc. Common Stock
EICA,EICA - Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026
EIG,EIG - Employers Holdings Inc Common Stock
EIGR,EIGR - Eiger BioPharmaceuticals Inc. Common Stock
EIM,EIM - Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value
EIX,EIX - Edison International Common Stock
EJFA,EJFA - EJF Acquisition Corp. Class A Ordinary Share
EJFAU,EJFAU - EJF Acquisition Corp. Unit
EJH,EJH - E-Home Household Service Holdings Limited Ordinary Shares
EKSO,EKSO - Ekso Bionics Holdings Inc. Common Stock
EL,EL - Estee Lauder Companies Inc. (The) Common Stock
ELA,ELA - Envela Corporation Common Stock
ELAN,ELAN - Elanco Animal Health Incorporated Common Stock
ELAT,ELAT - Elanco Animal Health Incorporated 5.00% Tangible Equity Units
ELC,ELC - Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066
ELDN,ELDN - Eledon Pharmaceuticals Inc. Common Stock
ELEV,ELEV - Elevation Oncology Inc. Common stock
ELF,ELF - e.l.f. Beauty Inc. Common Stock
ELLO,ELLO - Ellomay Capital Ltd Ordinary Shares (Israel)
ELMD,ELMD - Electromed Inc. Common Stock
ELMS,ELMS - Electric Last Mile Solutions Inc. Class A Common stock
ELOX,ELOX - Eloxx Pharmaceuticals Inc. Common Stock
ELP,ELP - Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares)
ELS,ELS - Equity Lifestyle Properties Inc. Common Stock
ELSE,ELSE - Electro-Sensors Inc. Common Stock
ELTK,ELTK - Eltek Ltd. Ordinary Shares
ELVT,ELVT - Elevate Credit Inc. Common Stock
ELY,ELY - Callaway Golf Company Common Stock
ELYM,ELYM - Eliem Therapeutics Inc Common Stock
ELYS,ELYS - Elys Game Technology Corp. Common Stock
EM,EM - Smart Share Global Limited American Depositary Shares
EMAN,EMAN - eMagin Corporation Common Stock
EMBK,EMBK - Embark Technology Inc. Common Stock
EMCF,EMCF - Emclaire Financial Corp Common Stock
EMD,EMD - Western Asset Emerging Markets Debt Fund Inc Common Stock
EME,EME - EMCOR Group Inc. Common Stock
EMF,EMF - Templeton Emerging Markets Fund Common Stock
EMKR,EMKR - EMCORE Corporation Common Stock
EML,EML - Eastern Company (The) Common Stock
EMN,EMN - Eastman Chemical Company Common Stock
EMO,EMO - ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock
EMR,EMR - Emerson Electric Company Common Stock
EMX,EMX - EMX Royalty Corporation Common Shares (Canada)
ENB,ENB - Enbridge Inc Common Stock
ENBA,ENBA - Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078
ENBL,ENBL - Enable Midstream Partners LP Common Units representing limited partner interests
ENCPU,ENCPU - Energem Corp Unit
ENDP,ENDP - Endo International plc Ordinary Shares
ENERU,ENERU - Accretion Acquisition Corp. Unit
ENFA,ENFA - 890 5th Avenue Partners Inc. Class A Common Stock
ENFAU,ENFAU - 890 5th Avenue Partners Inc. Unit
ENFN,ENFN - Enfusion Inc. Class A Common Stock
ENG,ENG - ENGlobal Corporation Common Stock
ENIA,ENIA - Enel Americas S.A. American Depositary Shares
ENIC,ENIC - Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)
ENJ,ENJ - Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052
ENJY,ENJY - Enjoy Technology Inc. Common Stock
ENJYW,ENJYW - Enjoy Technology Inc. Warrant
ENLC,ENLC - EnLink Midstream LLC Common Units representing Limited Partner Interests
ENLV,ENLV - Enlivex Therapeutics Ltd. Ordinary Shares
ENNV,ENNV - ECP Environmental Growth Opportunities Corp. Class A Common Stock
ENNVU,ENNVU - ECP Environmental Growth Opportunities Corp. Unit
ENO,ENO - Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066
ENOB,ENOB - Enochian Biosciences Inc. Common Stock
ENPC,ENPC - Executive Network Partnering Corporation Class A Common Stock
ENPH,ENPH - Enphase Energy Inc. Common Stock
ENR,ENR - Energizer Holdings Inc. Common Stock
ENS,ENS - EnerSys Common Stock
ENSC,ENSC - Ensysce Biosciences Inc. Common Stock
ENSG,ENSG - The Ensign Group Inc. Common Stock
ENSV,ENSV - Enservco Corporation Common Stock
ENTA,ENTA - Enanta Pharmaceuticals Inc. Common Stock
ENTFU,ENTFU - Enterprise 4.0 Technology Acquisition Corp. Unit
ENTG,ENTG - Entegris Inc. Common Stock
ENTX,ENTX - Entera Bio Ltd. Ordinary Shares
ENV,ENV - Envestnet Inc Common Stock
ENVA,ENVA - Enova International Inc. Common Stock
ENVB,ENVB - Enveric Biosciences Inc. Common Stock
ENVI,ENVI - Environmental Impact Acquisition Corp. Class A Common Stock
ENVIU,ENVIU - Environmental Impact Acquisition Corp. Unit
ENVX,ENVX - Enovix Corporation Common Stock
ENVXW,ENVXW - Enovix Corporation Warrant
ENX,ENX - Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value
ENZ,ENZ - Enzo Biochem Inc. Common Stock ($0.01 Par Value)
EOCW,EOCW - Elliott Opportunity II Corp. Class A Ordinary Shares
EOD,EOD - Wells Fargo Global Dividend Opportunity Fund
EOG,EOG - EOG Resources Inc. Common Stock
EOI,EOI - Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest
EOLS,EOLS - Evolus Inc. Common Stock
EOS,EOS - Eaton Vance Enhance Equity Income Fund II Common Stock
EOSE,EOSE - Eos Energy Enterprises Inc. Class A Common Stock
EOSEW,EOSEW - Eos Energy Enterprises Inc. Warrant
EOT,EOT - Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
EPAC,EPAC - Enerpac Tool Group Corp. Common Stock
EPAM,EPAM - EPAM Systems Inc. Common Stock
EPAY,EPAY - Bottomline Technologies Inc. Common Stock
EPC,EPC - Edgewell Personal Care Company Common Stock
EPD,EPD - Enterprise Products Partners L.P. Common Stock
EPHY,EPHY - Epiphany Technology Acquisition Corp. Class A Common Stock
EPHYU,EPHYU - Epiphany Technology Acquisition Corp. Unit
EPIX,EPIX - ESSA Pharma Inc. Common Stock
EPM,EPM - Evolution Petroleum Corporation Inc. Common Stock
EPR,EPR - EPR Properties Common Stock
EPRT,EPRT - Essential Properties Realty Trust Inc. Common Stock
EPSN,EPSN - Epsilon Energy Ltd. Common Share
EPWR,EPWR - Empowerment & Inclusion Capital I Corp. Class A Common Stock
EPZM,EPZM - Epizyme Inc. Common Stock
EQ,EQ - Equillium Inc. Common Stock
EQBK,EQBK - Equity Bancshares Inc. Class A Common Stock
EQC,EQC - Equity Commonwealth Common Shares of Beneficial Interest
EQD,EQD - Equity Distribution Acquisition Corp. Class A Common Stock
EQH,EQH - Equitable Holdings Inc. Common Stock
EQHA,EQHA - EQ Health Acquisition Corp. Class A Common Stock
EQIX,EQIX - Equinix Inc. Common Stock REIT
EQNR,EQNR - Equinor ASA
EQOS,EQOS - EQONEX LIMITED Ordinary Shares
EQR,EQR - Equity Residential Common Shares of Beneficial Interest
EQS,EQS - Equus Total Return Inc. Common Stock
EQT,EQT - EQT Corporation Common Stock
EQX,EQX - Equinox Gold Corp. Common Shares
ERAS,ERAS - Erasca Inc. Common Stock
ERC,ERC - Wells Fargo Multi-Sector Income Fund Common Stock no par value
ERES,ERES - East Resources Acquisition Company Class A Common Stock
ERESU,ERESU - East Resources Acquisition Company Unit
ERF,ERF - Enerplus Corporation Common Stock
ERH,ERH - Wells Fargo Utilities and High Income Fund
ERIC,ERIC - Ericsson American Depositary Shares
ERIE,ERIE - Erie Indemnity Company Class A Common Stock
ERII,ERII - Energy Recovery Inc. Common Stock
ERJ,ERJ - Embraer S.A. Common Stock
ERO,ERO - Ero Copper Corp. Common Shares
ERYP,ERYP - Erytech Pharma S.A. American Depositary Shares
ES,ES - Eversource Energy (D/B/A) Common Stock
ESACU,ESACU - ESGEN Acquisition Corporation Unit
ESBK,ESBK - Elmira Savings Bank Elmira NY Common Stock
ESCA,ESCA - Escalade Incorporated Common Stock
ESE,ESE - ESCO Technologies Inc. Common Stock
ESEA,ESEA - Euroseas Ltd. Common Stock (Marshall Islands)
ESGC,ESGC - Eros STX Global Corporation A Ordinary Shares
ESGR,ESGR - Enstar Group Limited Ordinary Shares
ESGRO,ESGRO - Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E
ESGRP,ESGRP - Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares
ESI,ESI - Element Solutions Inc. Common Stock
ESLT,ESLT - Elbit Systems Ltd. Ordinary Shares
ESM,ESM - ESM Acquisition Corporation Class A Ordinary Shares
ESMT,ESMT - EngageSmart Inc. Common Stock
ESNT,ESNT - Essent Group Ltd. Common Shares
ESP,ESP - Espey Mfg. & Electronics Corp. Common Stock
ESPR,ESPR - Esperion Therapeutics Inc. Common Stock
ESQ,ESQ - Esquire Financial Holdings Inc. Common Stock
ESRT,ESRT - Empire State Realty Trust Inc. Class A Common Stock
ESS,ESS - Essex Property Trust Inc. Common Stock
ESSA,ESSA - ESSA Bancorp Inc. Common Stock
ESSC,ESSC - East Stone Acquisition Corporation Ordinary Shares
ESSCU,ESSCU - East Stone Acquisition Corporation Unit
ESTA,ESTA - Establishment Labs Holdings Inc. Common Shares
ESTC,ESTC - Elastic N.V. Ordinary Shares
ESTE,ESTE - Earthstone Energy Inc. Class A Common Stock
ESXB,ESXB - Community Bankers Trust Corporation Common Stock (VA)
ET,ET - Energy Transfer LP Common Units 
ETAC,ETAC - E.Merge Technology Acquisition Corp. Class A Common Stock
ETACU,ETACU - E.Merge Technology Acquisition Corp. Unit
ETB,ETB - Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest
ETD,ETD - Ethan Allen Interiors Inc. Common Stock
ETG,ETG - Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest
ETJ,ETJ - Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
ETN,ETN - Eaton Corporation PLC Ordinary Shares
ETNB,ETNB - 89bio Inc. Common Stock
ETO,ETO - Eaton Vance Tax-Advantage Global Dividend Opp Common Stock
ETON,ETON - Eton Pharmaceuticals Inc. Common Stock
ETR,ETR - Entergy Corporation Common Stock
ETRN,ETRN - Equitrans Midstream Corporation Common Stock 
ETSY,ETSY - Etsy Inc. Common Stock
ETTX,ETTX - Entasis Therapeutics Holdings Inc. Common Stock
ETV,ETV - Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest
ETW,ETW - Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest
ETWO,ETWO - E2open Parent Holdings Inc.Class A Common Stock
ETY,ETY - Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
EUCR,EUCR - Eucrates Biomedical Acquisition Corp. Ordinary Shares
EURN,EURN - Euronav NV Ordinary Shares
EUSG,EUSG - European Sustainable Growth Acquisition Corp. Class A Ordinary Shares
EVA,EVA - Enviva Partners LP Common units representing limited partner interests
